web-scraper-order,web-scraper-start-url,name
"1659354755-2969","https://gbbf.realaledb.com/LiveBar.php","Burton Town									 - Modwena									  - 4.8%
										- Stout											
											B14											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Deliciously smooth and refreshing with hints of coffee and chocolate. Easy drinking stout at its best"
"1659354755-3332","https://gbbf.realaledb.com/LiveBar.php","Ramses Bier (Netherlands)									 - Itzcuauhtli									  - 3.8%
										- Speciality											
											B15											

										
									    																				
										 									   
									   								   										   										   										   											   
										 This is the Gouden Adelaar with some hibiscus, lemon and mandarin added to give it some lighter fruity flavours"
"1659354755-3244","https://gbbf.realaledb.com/LiveBar.php","Medusa Brewing Company (USA)									 - Hoptron									  - 8.8%
										- IPA											
											B17											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3494","https://gbbf.realaledb.com/LiveBar.php","Verzet (Belgium)									 - Oude Bruin									  - 6%
										- Other											
											B15											

										
									    																				
										 									   
									   								   										   										   										   											   
										 The base Flanders Bruin - like soured malt loaf"
"1659354755-2839","https://gbbf.realaledb.com/LiveBar.php","Adnams									 - Ghost Ship									  - 4.5%
										- Bitter											
											B06											

										
									    																				
										 									   
									   								   										   										   										   											   
										 This beer has good assertive pithy bitterness with a malty backbone and a lemon and lime aroma. Brewed with some Pale Ale malt, Crystal malt, Munich and some Wheat malt. We use Columbus and Chinook hops and a new hop called Citra, responsible for adding great lime flavours."
"1659354755-2929","https://gbbf.realaledb.com/LiveBar.php","Bowman									 - Elderado									  - 3.5%
										- Speciality											
											B09											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A subtle injection of Elder Flowers defines this beer. Unlike some other brews of this type, there is no heavy floral scent, but more of the tiniest hint of this spring bloom. This beer has plenty of character and a lovely bitter finish."
"1659354755-3378","https://gbbf.realaledb.com/LiveBar.php","Siren Craft									 - Memento									  - 3.8%
										- Bitter											
											B05											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A wholesome best bitter designed to be true to this iconic beer style, with only a few respectful tweaks. Expect biscuit and caramel flavours from our malts, balanced by English hops with grassy, herbal and citrus notes and refreshing bitterness. Everything is lifted by just a touch of Cascade in the dry-hop"
"1659354755-3246","https://gbbf.realaledb.com/LiveBar.php","Milton									 - Minotaur									  - 3.3%
										- Mild											
											B01											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A rich dark mild with bags of character from the lavish use of chocolate malt.Part of the Classic range of beers."
"1659354755-2862","https://gbbf.realaledb.com/LiveBar.php","Angels & Demons									 - Bombay Social									  - 3.8%
										- IPA											
											B09											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A session IPA hopped with Citra, Cascade and Chinook. Dry Hopped with Ahtanhum, Cascade and Chinook This Social Session IPA is light in character with huge hop loveliness."
"1659354755-3294","https://gbbf.realaledb.com/LiveBar.php","Okells									 - Okells Triumph									  - 4.2%
										- IPA											
											B09											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Tasting notes coming soon ..."
"1659354755-3498","https://gbbf.realaledb.com/LiveBar.php","Vocation									 - Bread and Butter									  - 3.9%
										- Pale											
											B05											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Fresh flavours and aromas of pine, peach, lychee & citrus fruits, tempered by a smoothly rounded bitterness to leave you wanting more."
"1659354755-2954","https://gbbf.realaledb.com/LiveBar.php","Brouwerij Kees (Netherlands)									 - Across the Hopiverse									  - 5.7%
										- IPA											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 A Dutch take on NEIPA. All the hops flavours you would expect with a bit more funk and mouth feel for balance."
"1659354755-3150","https://gbbf.realaledb.com/LiveBar.php","Incredible									 - Coriander & Lime									  - 5.6%
										- Speciality											
											B09											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A refreshing summer beer with a zesty spiceness and a fragrant hoppy aroma."
"1659354755-2998","https://gbbf.realaledb.com/LiveBar.php","Coolhead (Finland)									 - Heart Stone									  - 6.5%
										- IPA											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3265","https://gbbf.realaledb.com/LiveBar.php","Neptune									 - Even Flow									  - 4.5%
										- Lager											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Lagered for six weeks, this German Helles lager is crisp, refreshing, subtly sweet with soft rounded malt notes and a light hop character"
"1659354755-3184","https://gbbf.realaledb.com/LiveBar.php","Kirkby Lonsdale									 - Tiffin Gold									  - 3.6%
										- Pale											
											B01											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Intense fruity smell and taste with a lasting bitter finish with citrus and grapefruit present"
"1659354755-3093","https://gbbf.realaledb.com/LiveBar.php","Fyne Ales									 - Sour Friends Mango									  - 4.7%
										- Speciality											
											B06											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Bursting with ripe and juicy mango and a long tart finish, this new version of an old friend is the kind of beer that every beer festival dreams of pouring – simple, clean and refreshing"
"1659354755-3439","https://gbbf.realaledb.com/LiveBar.php","Thornbridge									 - Escape									  - 5%
										- Pale											
											B01											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A Pina Colada Pale. It explodes with a resplendent bouquet of tropical fruit including of course huge notes of pineapple and coconut. It's fresh, fruity and the perfect complement to a summers day"
"1659354755-3296","https://gbbf.realaledb.com/LiveBar.php","Ossett									 - Voodoo Chocolate Orange Stout									  - 5%
										- Stout											
											B08											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A deliciously rich and full-bodied stout, brewed from pale, roasted and chocolate malts. Smooth and with moderate bitterness, chocolate flavours dominate the palate paired with aromas of orange and vanilla"
"1659354755-3252","https://gbbf.realaledb.com/LiveBar.php","Monpiër de Gherdëina (Italy)									 - Wild Lichtenhainer									  - 4.6%
										- Other											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3164","https://gbbf.realaledb.com/LiveBar.php","Kaapse Brouwers (Netherlands)									 - Brandgans BA									  - 10%
										- Other											
											B15											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Quite full bodied. Proper old school sweet flavours of apple, oak, calvados and toffee balanced by the ABV Nice."
"1659354755-3313","https://gbbf.realaledb.com/LiveBar.php","Ponderosa Brewing Co (USA)									 - Ripsaw Red									  - 5.7%
										- Bitter											
											B17											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-2823","https://gbbf.realaledb.com/LiveBar.php","4Ts									 - SPA									  - 3.8%
										- Pale											
											B01											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Session Pale Ale, dual hopped with El Dorado & Simcoe hops to deliver gentle bittering with tropical fruit, grapefruit and pine aromas"
"1659354755-3242","https://gbbf.realaledb.com/LiveBar.php","Mastino (Italy)									 - Cangrande									  - 4.8%
										- Other											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-2852","https://gbbf.realaledb.com/LiveBar.php","AleSmith Brewing Company (USA)									 - Noble Empire 2022									  - 10.2%
										- Porter											
											B17											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3084","https://gbbf.realaledb.com/LiveBar.php","Franklin's Brewery (USA)									 - Batch 1,100									  - 9%
										- Speciality											
											B17											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3416","https://gbbf.realaledb.com/LiveBar.php","Struise Brouwers (Belgium)									 - Black Damnation XXIV - Octopussy									  - 13%
										- Stout											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-2828","https://gbbf.realaledb.com/LiveBar.php","8 Wired (New Zealand)									 - Celery Salt Hippy									  - 4%
										- Other											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3112","https://gbbf.realaledb.com/LiveBar.php","Great Oakley									 - Wot's Occurring									  - 3.9%
										- Golden											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A well received mid- golden session bitter. It has a bitter sweet mouth feel with a subtle hop finish."
"1659354755-3250","https://gbbf.realaledb.com/LiveBar.php","Moby Dick Brewing Co (USA)									 - Queen Mab Munich Helles									  - 5.3%
										- Other											
											B17											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3277","https://gbbf.realaledb.com/LiveBar.php","New River									 - Five Inch Drop									  - 4.6%
										- IPA											
											B09											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A fine India Pale Ale made with selected malts and hops from the UK, New Zealand and the USA creating fresh citrus and pine needle flavours"
"1659354755-3095","https://gbbf.realaledb.com/LiveBar.php","Fyne Ales									 - Workbench									  - 5.5%
										- Golden											
											B06											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A hop-forward, super-satisfying beer delivering the perfect balance of fruity new-world hop flavours and a thirst-quenching finish"
"1659354755-3041","https://gbbf.realaledb.com/LiveBar.php","Dorking									 - Surrey XPA 									  - 3.8%
										- Pale											
											B08											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Low bitterness and colour do not mean low flavour when it comes to this extra pale ale. Using a hearty amount of oats for a long-lasting mouthfeel this is the ideal session beer. American and English hops combine to keep it light, refreshing and easy to drink all day long"
"1659354755-3289","https://gbbf.realaledb.com/LiveBar.php","NZBC (New Zealand)									 - Hokey Pokey									  - 7.4%
										- Stout											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3096","https://gbbf.realaledb.com/LiveBar.php","Gamma (Denmark)									 - Freakwave									  - 6.5%
										- IPA											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3008","https://gbbf.realaledb.com/LiveBar.php","Crossed Anchors									 - Big Red Ale									  - 5.3%
										- Bitter											
											B03											

										
									    																				
										 									   
									   								   										   										   										   											   
										 As the name suggests this is a big red ale, full of Devon Malt from Warminster Malting and Pilgrim hops from Ken this is a classic strong red English ale"
"1659354755-3099","https://gbbf.realaledb.com/LiveBar.php","Geipel Brewing									 - Dunkelweizen									  - 5.2%
										- Speciality											
											B04											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A dark version of the traditional cloudy wheat beer of Bavaria. With at least 50% wheat malt, it has a very different flavour to barley based beers. But it's the unique yeast that gives it flavours of banana, bubblegum, clove and coriander."
"1659354755-3192","https://gbbf.realaledb.com/LiveBar.php","Leigh on Sea									 - 2021 Barley Wine									  - 8.5%
										- Barley Wine											
											B03											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Barley Wine is a style to be sipped and savoured. Our 2021 offering has simple, traditional ingredients at its core, but complex flavours of toffee and vinous fruit emerge from a painstaking brewing process"
"1659354755-3073","https://gbbf.realaledb.com/LiveBar.php","Fermenterarna (Sweden)									 - Skeleton Party									  - 8%
										- IPA											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-2835","https://gbbf.realaledb.com/LiveBar.php","Acorn									 - Old Moor Porter									  - 4.4%
										- Porter											
											B14											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A full bodied Victorian style porter with hints of liquorice. The initial bitterness gives way to a smooth, mellow finish."
"1659354755-3285","https://gbbf.realaledb.com/LiveBar.php","North End (New Zealand)									 - De Terroir									  - 6.5%
										- Speciality											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3089","https://gbbf.realaledb.com/LiveBar.php","Fyne Ales									 - Hurricane Jack									  - 4.4%
										- Golden											
											B06											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A pale golden beer with an aroma of sweet malt and light fruity hops. Citrus flavours are prominent with tangerine notes with a subtle lemon kick on the end. Great thirst quencher and a delicious session beer."
"1659354755-3143","https://gbbf.realaledb.com/LiveBar.php","Hop Skin (Italy)									 - Sour Two									  - 6.4%
										- Other											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3517","https://gbbf.realaledb.com/LiveBar.php","Wild Card									 - Cuvee Saison - Barrel Aged Project									  - 6.7%
										- Speciality											
											B04											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Tasting notes coming soon ..."
"1659354755-3295","https://gbbf.realaledb.com/LiveBar.php","Ossett									 - Silver King									  - 4.3%
										- Pale											
											B08											

										
									    																				
										 									   
									   								   										   										   										   											   
										 This lager-style beer has a crisp, dry flavour and a fruity, citrus aroma."
"1659354755-3160","https://gbbf.realaledb.com/LiveBar.php","Jolly Sailor									 - Selby Kolsch									  - 4%
										- Lager											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Lightly hopped Kolsch style beer"
"1659354755-3218","https://gbbf.realaledb.com/LiveBar.php","Lord Chambray (Malta)									 - San Blas									  - 5.9%
										- Other											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 This full-bodied English IPA strikes a balance between malt and hops for a more aromatic rounded flavour. So, take a sip and say cheers."
"1659354755-3133","https://gbbf.realaledb.com/LiveBar.php","Heavy Seas Beer (USA)									 - Chocolate Volcano									  - 9%
										- Speciality											
											B17											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3357","https://gbbf.realaledb.com/LiveBar.php","Salama (Finland)									 - Nordic Geezer									  - 8%
										- Other											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3030","https://gbbf.realaledb.com/LiveBar.php","De Ranke (Belgium)									 - Noir									  - 8.5%
										- Dark											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3444","https://gbbf.realaledb.com/LiveBar.php","Thurstons									 - Small IPA									  - 3%
										- IPA											
											B14											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Tasting notes coming soon ..."
"1659354755-2999","https://gbbf.realaledb.com/LiveBar.php","Coolhead (Finland)									 - Infinite Haze									  - 6.8%
										- IPA											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3114","https://gbbf.realaledb.com/LiveBar.php","Green Jack									 - Trawlerboys Best Bitter									  - 4.6%
										- Bitter											
											B14											

										
									    																				
										 									   
									   								   										   										   										   											   
										 The Trawlerboys Best Bitter, is a Full-bodied and a copper-coloured premium bitter brewed with English whole cone hops,rich and malty with fruity hop flavours. This Best Bitter has been named after the nickname of Lowestoft Town Football Club as Green Jacks new flagship brewery is opposite Lowestoft's Crown Meadow stadium. The pump clip features Lowestoft built (1978) stern trawler the Boston Sea Stallion launched by none other than Mrs Thatcher"
"1659354755-3283","https://gbbf.realaledb.com/LiveBar.php","North Cotswold									 - Summer Solstice									  - 4.2%
										- Golden											
											B14											

										
									    																				
										 									   
									   								   										   										   										   											   
										 An English style wheat beer with German and Czech hops and a touch of spice in the aroma."
"1659354755-3388","https://gbbf.realaledb.com/LiveBar.php","Skinners									 - Lushingtons									  - 4.2%
										- Pale											
											B01											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A cool, hop-laden pale ale brewed using traditional methods with Cornish water, whole-flower Citra, Belma and Willamette hops, Cornish malted barley and wheat, and Skinner's unique yeast."
"1659354755-2930","https://gbbf.realaledb.com/LiveBar.php","Boxing Bear Brewing Co (USA)									 - BearFest Lager									  - 4.3%
										- Lager											
											B17											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3040","https://gbbf.realaledb.com/LiveBar.php","Dorking									 - Pilcrow Pale 									  - 4%
										- Pale											
											B08											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Our flagship pale ale harnesses the incredible Citra and Chinook hops from Yakima valley on the west coast of America, creating a juicy combination of citrus and tropical flavours. Five different malts marry to balance a well-rounded pale ale that packs a punch"
"1659354755-2860","https://gbbf.realaledb.com/LiveBar.php","Alvinne (Belgium)									 - Wild West Kriek/Farmboise									  - 7%
										- Other											
											B15											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3325","https://gbbf.realaledb.com/LiveBar.php","Quantock									 - Plastered Pheasant									  - 4.8%
										- Porter											
											B08											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A rich dark amber bitter with a fruity aroma and smooth toffee and coffee flavours."
"1659354755-3396","https://gbbf.realaledb.com/LiveBar.php","St Austell									 - Big Job									  - 7.2%
										- Golden											
											B03											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Powerful Citra and Centenial hop flavours dominate."
"1659354755-2943","https://gbbf.realaledb.com/LiveBar.php","Brentwood									 - Jubilee Juice									  - 4.5%
										- Pale											
											B04											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A platinum pale ale with juicy tropical aromas and a subtle hint of strawberry, making it extremely sessionable"
"1659354755-2959","https://gbbf.realaledb.com/LiveBar.php","Brouwerij Kees (Netherlands)									 - Top Of The Morning (Tanzania)									  - 10.8%
										- Other											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 A strong coffee stout - It tastes like it sounds!"
"1659354755-3293","https://gbbf.realaledb.com/LiveBar.php","Odell Brewing Company (USA)									 - Sippin Pretty									  - 4.5%
										- Other											
											B17											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3004","https://gbbf.realaledb.com/LiveBar.php","Croce di Malto (Italy)									 - TripleXXX									  - 7.8%
										- Speciality											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3507","https://gbbf.realaledb.com/LiveBar.php","White Dog (Netherlands)									 - Showcasing Galaxy									  - 7.5%
										- IPA											
											B15											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Flavours of dark fruit, aromatic hops, bitter grapefruit and pine, citrus. Made to show the flavour of the single hop - Galaxy T90"
"1659354755-3419","https://gbbf.realaledb.com/LiveBar.php","Struise Brouwers (Belgium)									 - Clash Of The Titans Grand Reserva									  - 12.6%
										- Barley Wine											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3429","https://gbbf.realaledb.com/LiveBar.php","Sulwath									 - Criffel									  - 4.6%
										- IPA											
											B03											

										
									    																				
										 									   
									   								   										   										   										   											   
										 This is an India pale ale which presents rounded flavours of hops and malt, with a delicate overlay of bitterness. Three different hops varieties are used in the brewing process, using a full mash of best"
"1659354755-3146","https://gbbf.realaledb.com/LiveBar.php","Husk Brewing									 - Vicky D's a Ton									  - 4.8%
										- Speciality											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Chocolate, Vanilla & Coffee Milk Stout, to celebrate our beloved Docks turning 100"
"1659354755-3057","https://gbbf.realaledb.com/LiveBar.php","Elusive									 - Oregon Trail									  - 5.8%
										- Golden											
											B01											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Oregon Trail is a classically-styled West Coast IPA.  Simcoe, Chinook and Columbus hops combine to deliver a resinous profile with a citrus undertone.  The bitterness help to balance the light caramel flavours of the malts"
"1659354755-3521","https://gbbf.realaledb.com/LiveBar.php","Williams Brothers									 - Talking Head									  - 4.4%
										- Bitter											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 This Extra Pale Ale is an assertive blend of US hops. Through aromas of pine, a bitter tomahawk of soft ripe & tropical fruit explodes on the pallet."
"1659354755-3037","https://gbbf.realaledb.com/LiveBar.php","Deep Creek (New Zealand)									 - Ukulele									  - 4.5%
										- Other											
											B18											

										
									    																				
										 									   
									   								   										   										   										   											   
										 The peach flavours play a sweet melody with ginger harmoniously elevating the flavour profile over the zesty lime finish."
"1659354755-3052","https://gbbf.realaledb.com/LiveBar.php","Elmeleven (Sweden)									 - Levitera									  - 7%
										- Other											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3350","https://gbbf.realaledb.com/LiveBar.php","Runaway Brewery									 - Rise Like Lions									  - 6.5%
										- Porter											
											B04											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A chocolate, chilli and vanilla porter brewed with Madagascan vanilla, chipotle chillies and cocoa nibs. A dark, rich, luxurious, but beautifully balanced, flavoursome dark beer"
"1659354755-2961","https://gbbf.realaledb.com/LiveBar.php","Bruton (Italy)									 - Stoner									  - 7.5%
										- Other											
											B15											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3412","https://gbbf.realaledb.com/LiveBar.php","Stoneface Brewing Company (USA)									 - DDH Full Clip									  - 6.5%
										- Other											
											B17											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-2890","https://gbbf.realaledb.com/LiveBar.php","Bakers Dozen									 - Magic Potion No 2									  - 3.8%
										- Pale											
											B14											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A brand new beer from this brewery. Brewed using new U.S variety Loral hops."
"1659354755-3091","https://gbbf.realaledb.com/LiveBar.php","Fyne Ales									 - New Age 									  - 4.5%
										- Pale											
											B06											

										
									    																				
										 									   
									   								   										   										   										   											   
										 New Age is a bright, British-hopped pale with Emporer, Mystic and Olicana hops; a trio which come together to offer a full gamut of flavours, with tropical, citrus and grassy flavours."
"1659354755-3329","https://gbbf.realaledb.com/LiveBar.php","Ramses Bier (Netherlands)									 - De Gouden Adelaar									  - 3.8%
										- Lager											
											B15											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A nice light refreshing lager with far better range and balance of flavour than the mass produced versions of Mexican lager"
"1659354755-3113","https://gbbf.realaledb.com/LiveBar.php","Green Duck									 - Blackout									  - 5%
										- Stout											
											B14											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Oatmeal Cookie Stout mashed with chocolate chip cookies and shed loads of flaked oats. A decadent velvety mouth- feel and rich chocolate and biscuit flavours"
"1659354755-3301","https://gbbf.realaledb.com/LiveBar.php","Papworth									 - Mild Thing									  - 3.5%
										- Mild											
											B01											

										
									    																				
										 									   
									   								   										   										   										   											   
										 This mild ale is full of flavour and delivers a smooth and delicate hop finish"
"1659354755-3262","https://gbbf.realaledb.com/LiveBar.php","Nene Valley Brewery									 - Big Bang Theory									  - 5.3%
										- IPA											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Wonderfully balanced pale ale. Huge hop aroma giving way to malty sweetness and a gentle bitter finish.  We want to keep all that hoppy goodness in there for you, so expect haze"
"1659354755-3339","https://gbbf.realaledb.com/LiveBar.php","Red Cat									 - Mosaic Pale									  - 4.9%
										- Pale											
											B09											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Mosaic Pale using a new hop bill that we're working on for our core APA. It's hit with heaps of mosaic and has a vibrant copper colour, bags of tropical fruit flavours in this one!"
"1659354755-3167","https://gbbf.realaledb.com/LiveBar.php","Kaapse Brouwers (Netherlands)									 - Marcus									  - 6.5%
										- Stout											
											B15											

										
									    																				
										 									   
									   								   										   										   										   											   
										 This Tropical Stout is brewed with barley, Crystal, Roast & Roasted Wheat malts. Muscovado Sugar. Hopped with Challenger"
"1659354755-3009","https://gbbf.realaledb.com/LiveBar.php","Crouch Vale									 - Blackwater Mild									  - 3.7%
										- Mild											
											B03											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Smooth and malty dark mild for drinking in quantity! Fruity and full"
"1659354755-2872","https://gbbf.realaledb.com/LiveBar.php","Arbor Ales									 - Yakima Valley American IPA									  - 7%
										- IPA											
											B09											

										
									    																				
										 									   
									   								   										   										   										   											   
										 We've pushed our small brewery right to the limits to create this bad boy. With the price of American hops so low this year, we decided to see just how many of them we could cram into a beer. Turns out the answer is"
"1659354755-3465","https://gbbf.realaledb.com/LiveBar.php","Tryst									 - Chocolate Coconut Porter									  - 4.4%
										- Speciality											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A rich porter with toasted coconut added during the brewing process"
"1659354755-3477","https://gbbf.realaledb.com/LiveBar.php","Vale									 - Brill Gold									  - 3.5%
										- Golden											
											B08											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A golden session ale made from the finest Maris Otter malted barley and English hops."
"1659354755-2827","https://gbbf.realaledb.com/LiveBar.php","8 Wired (New Zealand)									 - Affogato iStout									  - 10%
										- Stout											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-2962","https://gbbf.realaledb.com/LiveBar.php","Bullhouse									 - Frank The Tank									  - 5%
										- Pale											
											B04											

										
									    																				
										 									   
									   								   										   										   										   											   
										 New England style DDH pale. Full bodied, silky texture. Extra pale base to showcase the aromatic, tropical and stone fruit flavours of our Mosaic DDH"
"1659354755-3020","https://gbbf.realaledb.com/LiveBar.php","De Cam (Belgium)									 - Zjiem Bezen Framboise									  - 5.5%
										- Other											
											B15											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Fruit lambic without refermentation. Cranberries and raspberries are fermented in barrel together with 1500 liters of lambic"
"1659354755-3493","https://gbbf.realaledb.com/LiveBar.php","Verzet (Belgium)									 - Oud Bruin Raspberry									  - 6%
										- Other											
											B15											

										
									    																				
										 									   
									   								   										   										   										   											   
										 The bruin flavoured with raspberries. A very good framboise"
"1659354755-2838","https://gbbf.realaledb.com/LiveBar.php","Adnams									 - Coffee Porter									  - 4.2%
										- Speciality											
											B06											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Deliciously indulgent with fruity, earthy roasted notes from the infused Colombian coffee beans. Rich and dark"
"1659354755-3178","https://gbbf.realaledb.com/LiveBar.php","Kereru (New Zealand)									 - Imperial Nibs Cacao Imperial Porter									  - 8.5%
										- Porter											
											B18											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Imperial Nibs is a lovely dark porter, rich with roast-malt character and intense chewy flavours of bitter chocolate, freshly toasted coconut, burnt toffee, and mellow maltiness."
"1659354755-2941","https://gbbf.realaledb.com/LiveBar.php","Brato Brewhouse and Kitchen (USA)									 - Addison's Xxtra Bitter									  - 4.5%
										- Bitter											
											B17											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3054","https://gbbf.realaledb.com/LiveBar.php","Elmeleven (Sweden)									 - Victim of our Time									  - 7.5%
										- Other											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
"1659354755-3404","https://gbbf.realaledb.com/LiveBar.php","Stardust									 - Hop Tub									  - 6.3%
										- IPA											
											B01											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Do you like your fruity hops? This unfined pale packs the fruity flavours like your morning fruit juice"
"1659354755-2977","https://gbbf.realaledb.com/LiveBar.php","By the Horns									 - Fabrique Belgique									  - 5.2%
										- Wheat Beer											
											B04											

										
									    																				
										 									   
									   								   										   										   										   											   
										 A contemporary take on the wheat beer style, inspired by both Belgian Wit beers & German Weiss beers. Brewed with English malts, German hops, a classic Munich Wheat beer yeast, with additions of Orange peel and coriander"
"1659354755-3520","https://gbbf.realaledb.com/LiveBar.php","Williams Brothers									 - Birds & Bees									  - 4.3%
										- Golden											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Brewed for the summer evenings when we down tools for the day and repair to the beer garden; this bright, golden ale is a blend of pale malt, cascade and bobek hops with a late infusion of fresh elderflowers and lemon zest. Fruity, aromatic and deliciously refreshing."
"1659354755-3341","https://gbbf.realaledb.com/LiveBar.php","Redemption									 - Rock the Kazbek									  - 4%
										- Blonde											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Blonde ale single hopped with Czech Kazbek hop for refreshing zesty lemon, lime and grapefruit flavours with delicate lemon aroma."
"1659354755-3348","https://gbbf.realaledb.com/LiveBar.php","Rudgate									 - Fruity Tutti									  - 4.3%
										- Pale											
											B12											

										
									    																				
										 									   
									   								   										   										   										   											   
										 Pale ale with subtle bitterness and rounded fruity flavours"
"1659354755-3270","https://gbbf.realaledb.com/LiveBar.php","Nerd (Sweden)									 - Malloc									  - 10.5%
										- Stout											
											B18											

										
									      										
										 									   
									   								   										   										   										   											   
										 Tasting notes not available"
